nombre_superheroe,chin,left_eyebrow,right_eyebrow,nose_bridge,nose_tip,left_eye,right_eye,top_lip,bottom_lip
iron_man,"[(-2, 43), (-1, 56), (0, 69), (2, 81), (8, 91), (19, 100), (32, 106), (46, 109), (60, 107), (69, 103), (73, 93), (76, 83), (77, 72), (77, 61), (77, 51), (75, 41), (72, 33)]","[(17, 32), (24, 26), (32, 23), (41, 23), (50, 25)]","[(58, 24), (62, 20), (66, 18), (70, 17), (72, 20)]","[(55, 33), (58, 40), (62, 48), (65, 55)]","[(51, 62), (57, 62), (62, 63), (66, 61), (68, 58)]","[(28, 37), (33, 34), (37, 33), (41, 36), (38, 38), (33, 38)]","[(59, 33), (62, 29), (66, 28), (68, 30), (67, 32), (63, 33)]","[(42, 79), (50, 74), (57, 72), (61, 72), (65, 70), (68, 71), (69, 73), (67, 73), (65, 74), (61, 75), (57, 75), (44, 78)]","[(69, 73), (68, 79), (66, 82), (62, 84), (57, 84), (50, 84), (42, 79), (44, 78), (57, 79), (61, 78), (65, 77), (67, 73)]"
iron_man,"[(-2, 38), (-1, 52), (-1, 66), (2, 79), (9, 91), (20, 100), (34, 106), (49, 111), (61, 111), (70, 107), (75, 98), (79, 88), (83, 76), (85, 65), (85, 55), (85, 45), (83, 35)]","[(23, 31), (30, 26), (37, 23), (46, 23), (54, 25)]","[(66, 25), (70, 22), (74, 20), (78, 20), (79, 23)]","[(61, 35), (63, 42), (65, 49), (67, 56)]","[(55, 64), (60, 64), (64, 65), (67, 63), (69, 61)]","[(33, 37), (38, 35), (43, 34), (46, 36), (43, 38), (38, 39)]","[(65, 35), (69, 31), (73, 31), (74, 33), (73, 35), (70, 35)]","[(46, 83), (52, 78), (60, 76), (64, 76), (68, 75), (71, 75), (71, 78), (69, 79), (68, 78), (64, 79), (60, 80), (49, 83)]","[(71, 78), (72, 85), (69, 90), (64, 91), (60, 92), (52, 90), (46, 83), (49, 83), (60, 85), (64, 85), (69, 83), (69, 79)]"
iron_man,"[(-1, 41), (-1, 54), (-1, 67), (0, 80), (5, 91), (13, 101), (25, 109), (40, 112), (55, 111), (66, 108), (72, 101), (75, 92), (77, 81), (78, 70), (78, 61), (78, 51), (78, 43)]","[(21, 36), (28, 32), (37, 30), (45, 30), (53, 33)]","[(65, 33), (69, 30), (73, 28), (76, 28), (79, 30)]","[(58, 41), (59, 49), (61, 57), (63, 65)]","[(50, 70), (55, 71), (59, 72), (63, 70), (66, 68)]","[(29, 43), (34, 40), (40, 40), (43, 43), (39, 44), (34, 44)]","[(63, 41), (67, 38), (71, 38), (73, 40), (71, 41), (68, 42)]","[(38, 85), (46, 81), (53, 81), (58, 81), (63, 80), (66, 80), (67, 82), (66, 82), (62, 82), (58, 83), (53, 83), (40, 85)]","[(67, 82), (66, 87), (62, 90), (58, 91), (52, 91), (45, 91), (38, 85), (40, 85), (53, 88), (58, 88), (62, 86), (66, 82)]"
iron_man,"[(-2, 37), (-1, 51), (-1, 65), (3, 78), (11, 89), (22, 98), (35, 105), (50, 110), (63, 109), (73, 105), (78, 95), (81, 85), (83, 75), (84, 64), (84, 54), (84, 44), (82, 35)]","[(24, 34), (31, 29), (41, 26), (50, 26), (59, 29)]","[(68, 29), (71, 26), (76, 23), (80, 22), (82, 25)]","[(64, 37), (66, 44), (69, 52), (71, 60)]","[(57, 66), (62, 67), (68, 68), (72, 65), (75, 62)]","[(36, 39), (41, 36), (46, 36), (49, 38), (45, 40), (41, 40)]","[(68, 36), (71, 33), (75, 32), (77, 34), (75, 36), (72, 36)]","[(46, 81), (54, 78), (62, 76), (66, 77), (70, 75), (73, 75), (74, 77), (73, 77), (70, 79), (66, 80), (62, 81), (49, 81)]","[(74, 77), (73, 83), (71, 87), (67, 89), (62, 89), (54, 87), (46, 81), (49, 81), (62, 83), (67, 82), (70, 81), (73, 77)]"
iron_man,"[(-2, 42), (-2, 55), (-1, 68), (0, 81), (4, 92), (12, 102), (23, 108), (36, 111), (49, 111), (60, 109), (67, 102), (71, 93), (74, 84), (76, 73), (77, 63), (77, 54), (77, 45)]","[(16, 37), (24, 31), (33, 29), (43, 31), (51, 34)]","[(61, 34), (66, 31), (71, 29), (76, 29), (78, 33)]","[(56, 42), (57, 50), (59, 58), (61, 66)]","[(47, 71), (52, 72), (57, 73), (61, 71), (64, 69)]","[(27, 42), (33, 40), (38, 40), (41, 44), (37, 45), (32, 44)]","[(61, 43), (65, 39), (70, 38), (72, 41), (70, 43), (65, 43)]","[(35, 87), (43, 84), (50, 82), (54, 83), (58, 81), (61, 82), (62, 85), (60, 85), (58, 84), (54, 85), (50, 85), (38, 87)]","[(62, 85), (61, 90), (57, 92), (54, 93), (49, 94), (42, 92), (35, 87), (38, 87), (50, 89), (54, 89), (58, 87), (60, 85)]"
iron_man,"[(1, 37), (2, 51), (3, 64), (6, 78), (14, 88), (25, 97), (38, 104), (52, 108), (65, 108), (75, 103), (80, 94), (83, 85), (85, 75), (87, 64), (87, 55), (86, 45), (85, 36)]","[(28, 31), (35, 26), (44, 23), (54, 24), (62, 26)]","[(71, 26), (75, 23), (79, 21), (83, 21), (85, 24)]","[(67, 35), (69, 42), (72, 50), (74, 57)]","[(60, 63), (66, 64), (71, 65), (75, 63), (77, 60)]","[(39, 37), (44, 34), (49, 33), (52, 36), (49, 38), (44, 38)]","[(71, 35), (75, 31), (79, 31), (81, 33), (79, 35), (75, 35)]","[(49, 79), (57, 73), (65, 70), (70, 70), (73, 69), (76, 70), (76, 75), (75, 76), (73, 73), (69, 73), (65, 74), (52, 79)]","[(76, 75), (76, 82), (73, 85), (69, 87), (64, 87), (57, 85), (49, 79), (52, 79), (64, 81), (69, 81), (73, 79), (75, 76)]"
iron_man,"[(-2, 48), (-2, 63), (-1, 78), (2, 93), (9, 107), (20, 119), (35, 127), (52, 131), (68, 131), (81, 129), (90, 122), (98, 112), (105, 100), (109, 87), (111, 73), (111, 61), (110, 49)]","[(22, 32), (31, 28), (41, 25), (51, 27), (60, 30)]","[(82, 29), (88, 24), (94, 22), (99, 23), (103, 28)]","[(71, 43), (72, 52), (74, 60), (76, 68)]","[(62, 78), (68, 79), (73, 80), (77, 78), (80, 77)]","[(34, 45), (40, 40), (48, 40), (54, 46), (48, 48), (40, 48)]","[(79, 44), (85, 37), (91, 36), (95, 42), (92, 45), (86, 46)]","[(48, 100), (58, 92), (68, 88), (73, 89), (79, 88), (86, 91), (90, 97), (88, 97), (78, 93), (73, 93), (68, 93), (52, 99)]","[(90, 97), (86, 105), (79, 109), (73, 110), (67, 110), (57, 107), (48, 100), (52, 99), (67, 103), (73, 103), (79, 102), (88, 97)]"
iron_man,"[(0, 52), (1, 68), (3, 83), (6, 99), (13, 113), (24, 123), (38, 130), (54, 133), (70, 134), (83, 132), (92, 124), (98, 115), (102, 104), (105, 93), (106, 81), (105, 69), (104, 58)]","[(25, 41), (35, 34), (46, 31), (58, 33), (69, 38)]","[(79, 38), (86, 35), (93, 33), (100, 34), (104, 40)]","[(76, 49), (78, 58), (81, 67), (83, 75)]","[(65, 83), (72, 84), (79, 86), (84, 84), (89, 82)]","[(39, 50), (46, 47), (52, 47), (58, 52), (52, 53), (45, 52)]","[(83, 53), (89, 50), (94, 49), (98, 53), (94, 55), (89, 54)]","[(48, 102), (59, 96), (70, 94), (77, 96), (83, 94), (88, 96), (91, 102), (88, 102), (82, 99), (76, 99), (70, 99), (52, 102)]","[(91, 102), (87, 109), (82, 112), (76, 112), (68, 112), (58, 109), (48, 102), (52, 102), (69, 105), (76, 105), (82, 104), (88, 102)]"
iron_man,"[(-6, 54), (-5, 70), (-3, 86), (0, 101), (6, 114), (17, 124), (32, 130), (48, 132), (62, 132), (73, 130), (80, 124), (84, 114), (86, 102), (89, 91), (91, 79), (91, 68), (90, 58)]","[(22, 41), (32, 34), (43, 31), (55, 32), (65, 35)]","[(77, 36), (82, 33), (87, 32), (92, 34), (94, 39)]","[(72, 47), (74, 56), (77, 64), (80, 73)]","[(63, 82), (69, 83), (74, 83), (78, 83), (81, 82)]","[(35, 49), (42, 46), (49, 45), (53, 50), (48, 51), (42, 51)]","[(76, 51), (81, 47), (86, 47), (88, 51), (86, 53), (81, 53)]","[(46, 103), (57, 96), (67, 93), (73, 95), (77, 94), (81, 98), (81, 105), (79, 105), (76, 98), (72, 98), (67, 98), (50, 103)]","[(81, 105), (79, 111), (74, 113), (69, 113), (64, 112), (55, 109), (46, 103), (50, 103), (65, 107), (70, 108), (75, 107), (79, 105)]"
iron_man,"[(-4, 51), (-2, 68), (-1, 85), (2, 100), (10, 113), (21, 124), (37, 131), (53, 134), (68, 135), (80, 133), (87, 126), (92, 117), (95, 105), (98, 94), (99, 82), (100, 70), (99, 59)]","[(25, 40), (34, 33), (46, 30), (58, 31), (68, 35)]","[(83, 35), (90, 33), (96, 33), (102, 34), (104, 40)]","[(77, 49), (80, 58), (83, 66), (86, 75)]","[(67, 83), (73, 84), (80, 85), (85, 84), (89, 83)]","[(38, 49), (45, 46), (52, 46), (57, 51), (51, 52), (44, 52)]","[(84, 52), (89, 49), (95, 49), (98, 53), (95, 54), (89, 54)]","[(50, 103), (62, 98), (72, 96), (78, 97), (83, 96), (87, 98), (89, 104), (87, 104), (82, 99), (77, 100), (71, 99), (54, 103)]","[(89, 104), (87, 111), (82, 114), (77, 115), (70, 114), (60, 111), (50, 103), (54, 103), (71, 107), (77, 108), (83, 107), (87, 104)]"
iron_man,"[(-2, 46), (-2, 64), (-1, 81), (1, 97), (9, 111), (20, 122), (35, 129), (52, 133), (67, 134), (79, 132), (86, 124), (90, 115), (93, 103), (95, 91), (97, 80), (99, 67), (98, 55)]","[(26, 36), (36, 30), (47, 28), (59, 30), (69, 35)]","[(85, 36), (92, 33), (98, 33), (103, 34), (106, 40)]","[(78, 49), (80, 58), (83, 68), (86, 78)]","[(65, 83), (73, 86), (80, 88), (86, 87), (90, 84)]","[(37, 47), (44, 44), (51, 45), (57, 49), (51, 50), (44, 50)]","[(84, 52), (90, 48), (96, 49), (99, 52), (95, 54), (90, 53)]","[(50, 102), (62, 99), (72, 98), (77, 100), (82, 98), (86, 100), (87, 104), (85, 104), (81, 103), (77, 103), (71, 103), (54, 102)]","[(87, 104), (85, 111), (81, 114), (75, 114), (69, 113), (60, 110), (50, 102), (54, 102), (71, 106), (76, 106), (81, 105), (85, 104)]"
iron_man,"[(-3, 47), (-2, 64), (-1, 81), (2, 98), (11, 112), (23, 122), (38, 129), (55, 133), (71, 133), (83, 131), (91, 124), (96, 114), (99, 103), (101, 91), (102, 79), (103, 67), (101, 56)]","[(26, 36), (36, 29), (48, 26), (59, 28), (69, 33)]","[(86, 34), (92, 32), (98, 32), (103, 33), (106, 39)]","[(78, 46), (81, 56), (84, 66), (87, 77)]","[(67, 81), (74, 83), (81, 86), (87, 84), (91, 81)]","[(39, 45), (46, 42), (53, 43), (58, 47), (52, 48), (45, 47)]","[(85, 49), (90, 46), (96, 46), (99, 50), (96, 51), (90, 51)]","[(50, 98), (63, 95), (73, 94), (79, 96), (85, 94), (89, 95), (92, 99), (90, 99), (84, 99), (79, 99), (72, 99), (54, 98)]","[(92, 99), (89, 104), (84, 107), (78, 108), (72, 107), (62, 105), (50, 98), (54, 98), (73, 100), (79, 100), (85, 100), (90, 99)]"
iron_man,"[(-2, 45), (-2, 61), (-1, 78), (0, 94), (6, 107), (17, 118), (32, 126), (48, 130), (62, 130), (73, 128), (79, 120), (86, 111), (89, 98), (93, 86), (95, 74), (94, 63), (93, 52)]","[(25, 34), (35, 28), (47, 25), (58, 27), (68, 31)]","[(79, 32), (85, 29), (89, 29), (94, 30), (96, 33)]","[(74, 41), (77, 50), (79, 58), (82, 67)]","[(65, 76), (70, 77), (75, 78), (79, 77), (83, 76)]","[(37, 42), (44, 40), (51, 39), (55, 43), (50, 45), (43, 45)]","[(79, 45), (85, 42), (89, 43), (91, 47), (89, 48), (85, 48)]","[(49, 96), (60, 90), (70, 89), (75, 91), (80, 90), (84, 94), (83, 100), (81, 100), (78, 96), (73, 96), (68, 94), (53, 96)]","[(83, 100), (80, 103), (76, 103), (70, 103), (65, 102), (56, 100), (49, 96), (53, 96), (67, 95), (72, 97), (77, 97), (81, 100)]"
iron_man,"[(-1, 46), (-1, 62), (-1, 78), (0, 93), (6, 107), (17, 118), (32, 125), (48, 129), (62, 129), (72, 127), (78, 119), (85, 109), (89, 97), (91, 86), (93, 74), (93, 64), (93, 54)]","[(23, 33), (33, 27), (45, 25), (55, 27), (66, 32)]","[(80, 34), (85, 32), (90, 31), (94, 31), (96, 35)]","[(73, 43), (75, 52), (77, 61), (80, 70)]","[(62, 77), (68, 78), (74, 79), (79, 78), (82, 76)]","[(36, 43), (43, 41), (49, 41), (54, 44), (49, 46), (43, 46)]","[(78, 46), (84, 44), (88, 44), (91, 47), (88, 48), (84, 48)]","[(47, 96), (58, 91), (68, 88), (73, 90), (78, 89), (83, 91), (83, 96), (81, 96), (77, 92), (72, 92), (67, 92), (51, 95)]","[(83, 96), (81, 99), (77, 101), (71, 101), (65, 101), (56, 101), (47, 96), (51, 95), (67, 95), (72, 96), (77, 95), (81, 96)]"
iron_man,"[(-1, 44), (0, 61), (1, 78), (5, 94), (13, 108), (25, 119), (40, 127), (57, 132), (73, 133), (86, 131), (94, 123), (100, 113), (104, 101), (107, 90), (110, 78), (110, 66), (109, 55)]","[(26, 34), (36, 27), (48, 25), (61, 27), (70, 32)]","[(86, 34), (93, 32), (100, 32), (106, 33), (109, 39)]","[(79, 47), (82, 56), (84, 65), (87, 74)]","[(68, 80), (75, 83), (82, 85), (88, 83), (92, 81)]","[(39, 44), (47, 41), (54, 42), (60, 48), (53, 48), (46, 48)]","[(86, 51), (92, 47), (99, 47), (102, 52), (99, 53), (92, 53)]","[(51, 98), (64, 94), (74, 92), (80, 94), (86, 92), (91, 95), (94, 100), (91, 99), (85, 97), (80, 97), (74, 97), (55, 98)]","[(94, 100), (90, 106), (85, 110), (79, 110), (72, 110), (63, 106), (51, 98), (55, 98), (73, 101), (79, 102), (85, 101), (91, 99)]"
iron_man,"[(-3, 43), (-2, 61), (-1, 79), (3, 96), (11, 111), (23, 123), (38, 131), (55, 135), (72, 135), (84, 133), (92, 125), (97, 115), (100, 103), (104, 90), (106, 77), (107, 64), (106, 52)]","[(27, 32), (37, 25), (49, 23), (61, 25), (70, 29)]","[(86, 30), (93, 27), (100, 27), (106, 28), (109, 34)]","[(80, 43), (83, 53), (86, 63), (88, 73)]","[(68, 79), (75, 82), (82, 84), (88, 83), (93, 80)]","[(39, 43), (46, 40), (54, 40), (60, 45), (53, 46), (46, 46)]","[(87, 48), (93, 44), (99, 44), (103, 48), (99, 50), (93, 50)]","[(52, 99), (64, 95), (74, 94), (80, 95), (85, 94), (89, 97), (91, 101), (89, 101), (84, 99), (79, 99), (73, 99), (56, 99)]","[(91, 101), (88, 109), (83, 112), (78, 113), (72, 112), (63, 108), (52, 99), (56, 99), (73, 104), (79, 105), (84, 104), (89, 101)]"
iron_man,"[(-5, 42), (-4, 61), (-4, 79), (-1, 96), (7, 111), (20, 122), (35, 129), (53, 133), (69, 134), (80, 132), (87, 124), (91, 114), (94, 103), (97, 91), (99, 79), (101, 68), (101, 56)]","[(28, 31), (39, 26), (51, 24), (63, 27), (73, 32)]","[(90, 35), (96, 33), (102, 32), (106, 33), (108, 37)]","[(82, 45), (84, 55), (87, 64), (90, 74)]","[(69, 80), (76, 82), (83, 85), (89, 83), (93, 80)]","[(41, 43), (48, 40), (55, 41), (61, 46), (54, 47), (47, 46)]","[(87, 49), (93, 46), (99, 46), (102, 51), (98, 52), (93, 51)]","[(53, 99), (65, 96), (75, 94), (80, 96), (85, 95), (88, 97), (88, 103), (86, 102), (84, 100), (79, 100), (74, 99), (56, 99)]","[(88, 103), (86, 109), (83, 111), (78, 112), (72, 111), (63, 107), (53, 99), (56, 99), (73, 103), (79, 104), (84, 103), (86, 102)]"
iron_man,"[(-4, 48), (-3, 65), (-1, 81), (2, 97), (11, 111), (25, 121), (41, 128), (57, 133), (72, 134), (82, 131), (87, 121), (89, 109), (91, 96), (94, 84), (95, 72), (95, 61), (93, 51)]","[(27, 34), (37, 27), (48, 23), (61, 25), (71, 29)]","[(81, 30), (87, 27), (92, 26), (96, 28), (99, 32)]","[(78, 42), (81, 50), (84, 58), (88, 66)]","[(69, 76), (75, 77), (81, 78), (86, 77), (89, 75)]","[(41, 43), (48, 39), (54, 39), (59, 44), (54, 46), (47, 45)]","[(81, 45), (86, 41), (91, 41), (94, 45), (91, 47), (86, 47)]","[(53, 97), (64, 92), (75, 90), (80, 91), (85, 90), (88, 93), (88, 99), (86, 99), (84, 96), (80, 96), (74, 95), (57, 97)]","[(88, 99), (88, 106), (84, 110), (79, 110), (73, 109), (63, 106), (53, 97), (57, 97), (74, 102), (79, 102), (84, 101), (86, 99)]"
iron_man,"[(-3, 42), (-2, 59), (-1, 76), (1, 92), (10, 106), (22, 117), (38, 125), (55, 130), (70, 130), (81, 127), (87, 116), (90, 104), (93, 92), (95, 79), (96, 67), (95, 55), (93, 45)]","[(24, 30), (33, 23), (45, 20), (56, 22), (66, 27)]","[(76, 27), (82, 24), (88, 21), (94, 22), (97, 27)]","[(73, 38), (76, 47), (80, 55), (83, 64)]","[(65, 72), (72, 73), (78, 74), (83, 72), (86, 70)]","[(37, 40), (43, 37), (49, 37), (54, 41), (49, 42), (43, 42)]","[(79, 41), (84, 38), (88, 37), (91, 40), (89, 42), (84, 42)]","[(48, 92), (60, 87), (70, 85), (76, 86), (81, 84), (85, 85), (86, 90), (84, 90), (80, 89), (75, 90), (69, 90), (52, 92)]","[(86, 90), (85, 98), (81, 102), (75, 104), (69, 103), (59, 100), (48, 92), (52, 92), (70, 95), (76, 95), (81, 94), (84, 90)]"
iron_man,"[(-3, 56), (-2, 72), (-1, 88), (2, 103), (11, 116), (23, 126), (39, 132), (56, 134), (72, 134), (83, 132), (90, 124), (94, 114), (96, 103), (97, 92), (97, 80), (97, 69), (95, 59)]","[(25, 42), (34, 35), (46, 31), (58, 34), (68, 38)]","[(80, 39), (85, 36), (91, 34), (96, 35), (99, 39)]","[(76, 51), (79, 59), (82, 67), (86, 75)]","[(67, 84), (74, 84), (80, 85), (85, 84), (89, 83)]","[(38, 52), (45, 49), (51, 49), (57, 53), (51, 55), (44, 54)]","[(82, 54), (87, 51), (92, 51), (95, 54), (92, 56), (87, 56)]","[(51, 104), (63, 100), (73, 98), (78, 99), (82, 98), (86, 100), (88, 106), (85, 105), (82, 103), (78, 103), (72, 103), (55, 104)]","[(88, 106), (86, 111), (82, 113), (77, 114), (71, 114), (62, 111), (51, 104), (55, 104), (72, 106), (78, 106), (82, 105), (85, 105)]"
iron_man,"[(-3, 54), (-2, 70), (-2, 86), (-1, 101), (4, 114), (15, 124), (29, 129), (45, 131), (60, 131), (72, 129), (79, 124), (85, 115), (88, 106), (91, 95), (92, 84), (92, 73), (92, 62)]","[(25, 42), (34, 35), (45, 31), (56, 33), (66, 37)]","[(79, 38), (83, 36), (88, 35), (93, 36), (95, 41)]","[(72, 50), (74, 59), (76, 68), (78, 76)]","[(61, 84), (67, 85), (72, 85), (77, 84), (80, 83)]","[(36, 50), (43, 46), (49, 47), (54, 52), (49, 53), (42, 52)]","[(76, 53), (81, 48), (86, 48), (88, 52), (86, 54), (81, 54)]","[(45, 103), (56, 94), (65, 90), (71, 92), (76, 90), (80, 93), (81, 101), (79, 100), (75, 96), (70, 96), (65, 96), (49, 102)]","[(81, 101), (79, 103), (75, 106), (70, 107), (63, 107), (54, 106), (45, 103), (49, 102), (64, 101), (70, 101), (75, 100), (79, 100)]"
iron_man,"[(0, 52), (0, 67), (0, 82), (2, 98), (8, 112), (18, 122), (32, 130), (48, 134), (63, 134), (75, 133), (84, 128), (91, 120), (94, 110), (98, 98), (100, 86), (101, 75), (101, 64)]","[(28, 39), (37, 32), (49, 29), (60, 31), (70, 35)]","[(82, 37), (87, 34), (93, 34), (99, 36), (101, 41)]","[(75, 48), (77, 56), (79, 65), (81, 73)]","[(65, 83), (70, 83), (75, 84), (79, 84), (83, 83)]","[(41, 48), (47, 44), (54, 44), (58, 50), (53, 52), (46, 51)]","[(81, 52), (86, 48), (91, 48), (94, 53), (91, 55), (86, 54)]","[(49, 103), (59, 99), (68, 97), (73, 98), (77, 97), (81, 100), (83, 106), (81, 106), (76, 102), (72, 102), (67, 102), (53, 104)]","[(83, 106), (80, 110), (75, 111), (71, 111), (66, 111), (57, 109), (49, 103), (53, 104), (67, 106), (72, 106), (76, 106), (81, 106)]"
iron_man,"[(-1, 41), (-1, 57), (-1, 74), (0, 90), (3, 106), (11, 119), (23, 129), (39, 134), (54, 134), (66, 131), (73, 122), (77, 110), (79, 98), (80, 87), (83, 76), (83, 66), (83, 58)]","[(28, 27), (38, 22), (49, 21), (59, 24), (67, 30)]","[(77, 34), (81, 32), (84, 32), (85, 33), (86, 34)]","[(73, 44), (75, 52), (78, 60), (81, 68)]","[(61, 76), (67, 79), (72, 81), (77, 80), (80, 77)]","[(38, 40), (44, 38), (50, 39), (54, 43), (49, 44), (44, 43)]","[(75, 47), (80, 46), (83, 47), (83, 51), (82, 51), (79, 50)]","[(44, 101), (54, 94), (64, 91), (68, 93), (72, 92), (73, 97), (69, 106), (68, 104), (70, 96), (66, 95), (62, 95), (47, 101)]","[(69, 106), (69, 110), (66, 114), (62, 114), (58, 114), (50, 110), (44, 101), (47, 101), (60, 107), (64, 107), (68, 107), (68, 104)]"
iron_man,"[(2, 43), (2, 58), (4, 73), (7, 87), (16, 98), (29, 106), (45, 111), (59, 114), (71, 115), (79, 112), (83, 105), (86, 97), (88, 90), (90, 81), (92, 73), (92, 66), (91, 59)]","[(34, 30), (44, 25), (55, 24), (65, 26), (74, 32)]","[(87, 35), (92, 35), (96, 36), (99, 38), (99, 43)]","[(81, 47), (84, 54), (87, 60), (89, 67)]","[(71, 74), (77, 75), (82, 76), (85, 76), (88, 75)]","[(44, 43), (52, 41), (58, 42), (62, 47), (56, 47), (50, 46)]","[(83, 52), (88, 50), (92, 51), (94, 55), (91, 55), (87, 54)]","[(54, 89), (66, 84), (75, 82), (80, 83), (83, 82), (85, 85), (84, 91), (82, 90), (82, 88), (79, 88), (74, 87), (58, 89)]","[(84, 91), (83, 94), (81, 97), (77, 97), (72, 96), (64, 94), (54, 89), (58, 89), (74, 89), (78, 89), (81, 89), (82, 90)]"
iron_man,"[(0, 40), (1, 56), (2, 72), (5, 86), (13, 98), (24, 108), (38, 115), (51, 121), (63, 122), (71, 120), (76, 112), (80, 103), (84, 93), (87, 83), (90, 73), (91, 63), (91, 54)]","[(29, 29), (39, 22), (51, 19), (62, 21), (72, 27)]","[(82, 29), (88, 27), (93, 27), (97, 30), (98, 36)]","[(77, 40), (79, 49), (81, 57), (83, 65)]","[(66, 73), (72, 73), (77, 75), (81, 74), (84, 73)]","[(42, 38), (48, 35), (55, 35), (59, 41), (54, 42), (47, 41)]","[(80, 44), (85, 40), (90, 41), (92, 46), (89, 47), (84, 46)]","[(52, 90), (62, 85), (72, 82), (76, 83), (79, 83), (82, 86), (82, 93), (81, 92), (78, 87), (75, 87), (71, 87), (55, 90)]","[(82, 93), (81, 99), (77, 101), (73, 102), (69, 101), (60, 98), (52, 90), (55, 90), (70, 94), (75, 95), (78, 94), (81, 92)]"
iron_man,"[(-3, 43), (-2, 60), (-1, 77), (1, 93), (10, 107), (22, 118), (37, 127), (53, 133), (68, 134), (80, 131), (85, 121), (89, 109), (91, 97), (94, 84), (96, 73), (96, 61), (95, 50)]","[(27, 29), (36, 22), (48, 18), (59, 21), (69, 25)]","[(80, 26), (85, 23), (91, 23), (96, 25), (97, 30)]","[(76, 38), (78, 47), (81, 55), (84, 64)]","[(65, 72), (71, 73), (78, 75), (83, 74), (87, 71)]","[(40, 38), (46, 35), (52, 35), (57, 40), (52, 41), (45, 41)]","[(80, 41), (85, 38), (90, 38), (93, 42), (90, 44), (85, 43)]","[(49, 92), (60, 87), (70, 85), (76, 87), (81, 86), (85, 88), (85, 94), (83, 94), (80, 90), (76, 90), (70, 90), (53, 92)]","[(85, 94), (84, 102), (79, 106), (74, 106), (68, 105), (59, 102), (49, 92), (53, 92), (69, 98), (75, 99), (80, 98), (83, 94)]"
iron_man,"[(-2, 53), (-1, 70), (0, 87), (3, 103), (13, 116), (27, 125), (42, 131), (59, 135), (73, 136), (84, 133), (90, 126), (93, 116), (96, 104), (99, 92), (99, 80), (99, 69), (97, 59)]","[(31, 39), (42, 33), (53, 30), (65, 32), (75, 37)]","[(86, 38), (91, 35), (96, 34), (100, 36), (102, 40)]","[(81, 49), (84, 58), (88, 66), (91, 74)]","[(72, 83), (78, 83), (84, 85), (89, 84), (92, 82)]","[(45, 49), (52, 46), (58, 46), (62, 51), (57, 53), (51, 52)]","[(85, 53), (90, 49), (95, 49), (96, 54), (94, 55), (90, 55)]","[(55, 103), (67, 97), (78, 95), (83, 96), (88, 96), (91, 99), (91, 105), (89, 104), (87, 101), (82, 101), (77, 100), (59, 103)]","[(91, 105), (90, 111), (86, 114), (81, 114), (75, 113), (65, 110), (55, 103), (59, 103), (76, 106), (82, 106), (86, 106), (89, 104)]"
iron_man,"[(-1, 70), (-2, 101), (-2, 130), (0, 160), (12, 184), (33, 203), (60, 218), (90, 226), (118, 229), (141, 225), (155, 209), (163, 189), (170, 167), (175, 145), (180, 125), (183, 104), (183, 86)]","[(53, 60), (70, 51), (90, 46), (109, 47), (128, 53)]","[(151, 55), (162, 50), (174, 48), (184, 50), (188, 59)]","[(139, 75), (143, 90), (147, 104), (151, 119)]","[(117, 132), (130, 135), (142, 139), (151, 137), (159, 132)]","[(73, 78), (84, 75), (95, 74), (105, 77), (95, 80), (84, 80)]","[(148, 78), (159, 74), (168, 75), (175, 78), (167, 81), (159, 80)]","[(85, 163), (106, 158), (123, 156), (134, 158), (142, 156), (149, 158), (153, 164), (149, 164), (141, 164), (133, 165), (123, 164), (91, 163)]","[(153, 164), (147, 172), (140, 176), (131, 178), (120, 178), (103, 173), (85, 163), (91, 163), (122, 165), (132, 165), (140, 164), (149, 164)]"
iron_man,"[(-3, 92), (-1, 121), (1, 150), (7, 177), (24, 198), (48, 214), (76, 225), (105, 233), (132, 232), (152, 225), (162, 207), (170, 186), (176, 165), (180, 143), (181, 122), (181, 101), (176, 82)]","[(52, 72), (68, 60), (87, 53), (107, 53), (127, 56)]","[(147, 51), (156, 45), (166, 43), (175, 44), (179, 52)]","[(138, 75), (143, 90), (148, 106), (153, 122)]","[(123, 137), (135, 138), (145, 139), (153, 136), (159, 132)]","[(75, 84), (86, 77), (98, 74), (107, 81), (98, 86), (86, 87)]","[(146, 76), (155, 68), (165, 66), (170, 73), (165, 78), (156, 78)]","[(96, 172), (113, 157), (131, 149), (142, 151), (150, 147), (159, 151), (162, 163), (157, 163), (150, 159), (142, 160), (131, 161), (103, 170)]","[(162, 163), (160, 179), (152, 188), (142, 191), (130, 191), (112, 185), (96, 172), (103, 170), (131, 174), (142, 174), (151, 171), (157, 163)]"
